0.175072425764,1.35494590212,1.43337842518,1.4421901289,1.46951392518,1.54585743393,1.6995689291,1.63645182665,1.73074957842,1.75205022307,1.75098928827,1.72460981644,1.70611973591,1.71149524178,1.60805754887,1.54050442506,1.51649552957,1.42851812168,1.42147759153,1.37350428325,0.147157949783
2.09439965841e-13,0.0933526166327,0.967986593896,1.60578165939,1.66583594327,1.77492943852,1.79252970148,1.77942802497,1.85159991585,1.8833628611,1.88165352729,1.85076326615,1.86712830242,1.79859579672,1.81152939169,1.70930540818,1.65249750509,1.53418142747,0.501459773056,0.448884887353,4.4408920985e-16
2.8257188523e-13,3.39706786062e-13,3.9016811381e-13,0.759388425705,1.43150280067,1.85362345232,1.88952028107,1.95326655441,2.00039876071,2.04704830975,2.04199718815,2.0284531447,2.01877173189,1.92889094755,1.87417746465,1.7794799615,1.74652416977,1.43694369057,4.4408920985e-16,4.4408920985e-16,3.33066907388e-16
3.65380245452e-13,4.6269522665e-13,5.34005162362e-13,5.96694876851e-13,0.0158607889128,2.01349648099,1.44225059413,1.86456010378,2.1569486699,2.17442817995,2.20158061185,2.19342307699,2.07993865454,2.06902930814,1.95143452144,1.40967611662,0.0106295357198,4.4408920985e-16,4.4408920985e-16,4.4408920985e-16,3.33066907388e-16
1.29949985435e-13,6.05509611704e-13,7.51186026924e-13,8.49266265685e-13,9.44222399271e-13,1.05812015465e-12,1.14302465704,2.31006478118,2.32717391898,2.0559683218,2.2753824837,2.27039787541,1.68256070278,1.51488995469,0.223067280282,6.66133814775e-16,3.33066907388e-16,1.11022302463e-16,2.22044604925e-16,3.33066907388e-16,4.4408920985e-16
1.32645871741e-13,1.3563615294e-13,1.38694360849e-13,1.36345650474e-12,1.53414264028e-12,1.73920811322e-12,2.03639524348e-12,2.49425053417e-12,0.581320450836,1.03712480761,2.21111427809,2.11345733767,0.112597029026,3.36624016537e-15,3.74682291981e-15,4.39077018586e-15,5.72035162895e-15,7.14422880077e-15,8.08940725424e-15,8.69198690459e-15,8.52713358735e-15
1.35312722429e-13,1.38218125677e-13,1.41197524853e-13,1.44248773661e-13,1.47394712911e-13,1.50632029283e-13,6.91924321811e-12,7.70269120855e-12,1.18108161114e-11,2.69978615921e-11,2.08655895089,1.29103056888e-13,1.16959775964e-13,1.07679864802e-13,1.03774194223e-13,9.92601137433e-14,9.45020859534e-14,8.96921214144e-14,8.26296235173e-14,7.40952003999e-14,6.41517076475e-14
1.379096529e-13,1.40741294547e-13,1.43641016454e-13,1.46596556907e-13,1.49624502053e-13,1.52744502458e-13,1.55999663766e-13,1.59370261858e-13,1.62900772938e-13,1.66644717124e-13,1.7056816388e-13,2.29865403615e-12,1.16687057541e-12,8.1598709779e-13,6.32966777867e-13,5.13684861156e-13,4.26512576529e-13,3.57924994689e-13,3.02158227722e-13,2.55634136703e-13,2.15338067343e-13
1.40397568288e-13,1.43148056986e-13,1.45960275868e-13,1.48823522118e-13,1.51770196721e-13,1.54785576939e-13,1.5792889884e-13,1.61188708093e-13,1.64606099253e-13,1.68235586995e-13,1.72055622882e-13,1.76185287667e-13,1.80665562151e-13,1.48175064741e-08,7.3341471154e-12,2.66687422819e-12,1.60430296463e-12,1.13080660431e-12,8.53417799762e-13,6.70680556706e-13,5.44276591924e-13
1.42787571175e-13,1.45455313841e-13,1.48165857683e-13,1.50945449507e-13,1.53799258437e-13,1.56719447193e-13,1.59749818424e-13,1.62913497799e-13,1.66251896974e-13,1.69753458164e-13,1.73482396976e-13,1.77526171227e-13,1.81917444741e-13,1.86767950902e-13,1.92235850721e-13,1.58227284008e-08,1.68280421483e-11,4.76260782419e-12,2.574410885e-12,1.73665868283e-12,1.32666880646e-12
1.45057561321e-13,1.47636649914e-13,1.50265403545e-13,1.52939726018e-13,1.55689060956e-13,1.58530257071e-13,1.61465768741e-13,1.64545462432e-13,1.67769857143e-13,1.71185065937e-13,1.74839925284e-13,1.78796720682e-13,1.83139756785e-13,1.87959473942e-13,1.93417891215e-13,1.99836187677e-13,2.07487354586e-13,6.73653330615e-09,2.28757277888e-11,6.5758087362e-12,3.78199872603e-12
1.4719060277e-13,1.49678179437e-13,1.52215096154e-13,1.54808214712e-13,1.57471674285e-13,1.60220421764e-13,1.63068548894e-13,1.66051953684e-13,1.69185870564e-13,1.7253246085e-13,1.76116635876e-13,1.80023128369e-13,1.84331070046e-13,1.89122717067e-13,1.94682173214e-13,2.01183556523e-13,2.09140778168e-13,2.19576440444e-13,2.34588445079e-13,3.50708694199e-09,3.33587316671e-11
1.49184115351e-13,1.51588879272e-13,1.54030491158e-13,1.56542692245e-13,1.59112743921e-13,1.61780077253e-13,1.6453531961e-13,1.67436229454e-13,1.70509990796e-13,1.73788069127e-13,1.77330866946e-13,1.81170030433e-13,1.8545792874e-13,1.90306653904e-13,1.95932036543e-13,2.02636565508e-13,2.11072144952e-13,2.22513364608e-13,2.396063839e-13,2.75332182182e-13,2.22044604925e-16
1.51036204842e-13,1.53340831204e-13,1.556990204e-13,1.58127366471e-13,1.60633016991e-13,1.63209979638e-13,1.65891821413e-13,1.68752562186e-13,1.71744741575e-13,1.74964310368e-13,1.78470015336e-13,1.82286193123e-13,1.86612328496e-13,1.91511072458e-13,1.97259018726e-13,2.04254044186e-13,2.13338664727e-13,2.26180007815e-13,2.47401399089e-13,3.06549152396e-13,5.55111512313e-16
1.52737523146e-13,1.54984292233e-13,1.57263163788e-13,1.59601007893e-13,1.6202482523e-13,1.64539269154e-13,1.67162211472e-13,1.6993729106e-13,1.72895877928e-13,1.7607317866e-13,1.79555472556e-13,1.83392583563e-13,1.87722788148e-13,1.927407571e-13,1.98682107697e-13,2.06105115534e-13,2.16022881071e-13,2.30819517605e-13,2.58544069344e-13,5.55111512313e-16,3.33066907388e-16
1.54305398598e-13,1.56460233276e-13,1.58668733651e-13,1.6093918385e-13,1.63294799197e-13,1.65741878556e-13,1.68319139052e-13,1.71056798256e-13,1.73962711939e-13,1.77122550036e-13,1.80599301597e-13,1.84461074482e-13,1.88852262571e-13,1.94002556393e-13,2.00236852049e-13,2.0823686921e-13,2.19400657295e-13,2.37540322182e-13,2.82617182071e-13,7.77156117238e-16,3.33066907388e-16
1.55741552052e-13,1.5781638444e-13,1.59963561053e-13,1.621791083e-13,1.64449932936e-13,1.66866672348e-13,1.69388158092e-13,1.72094638016e-13,1.74982495352e-13,1.78124558255e-13,1.81622014392e-13,1.85536179797e-13,1.90031305691e-13,1.95376365452e-13,2.01983052511e-13,2.10743336155e-13,2.23727865736e-13,2.47910562064e-13,6.33216102202e-13,3.33066907388e-16,2.22044604925e-16
1.57035480619e-13,1.59066614966e-13,1.61152204902e-13,1.63304867666e-13,1.65531090003e-13,1.67891992813e-13,1.70394271492e-13,1.73060962884e-13,1.75952964024e-13,1.79122380623e-13,1.82629115692e-13,1.86634221233e-13,1.91251872411e-13,1.9687981609e-13,2.03989447414e-13,2.13889494816e-13,2.29231215766e-13,2.66917457888e-13,2.22044604925e-16,2.22044604925e-16,4.4408920985e-16
1.58237028537e-13,1.60209741158e-13,1.62222517612e-13,1.64324873802e-13,1.6655447607e-13,1.68875833472e-13,1.7133378651e-13,1.74008711554e-13,1.76889039713e-13,1.80052986008e-13,1.83654582438e-13,1.87743808556e-13,1.92570698007e-13,1.98531858944e-13,2.06393198153e-13,2.17863410105e-13,2.38146357157e-13,3.46601764651e-13,4.4408920985e-16,2.22044604925e-16,7.77156117238e-16
1.59324121048e-13,1.61243939644e-13,1.63224369945e-13,1.65303866267e-13,1.67491515946e-13,1.69773030917e-13,1.72245447118e-13,1.74907552941e-13,1.7780375464e-13,1.81039598106e-13,1.84660714089e-13,1.88901747094e-13,1.93981094429e-13,2.00467602515e-13,2.09299062189e-13,2.23027906074e-13,2.54391808822e-13,3.33066907388e-16,3.33066907388e-16,6.66133814775e-16,4.4408920985e-16
1.60343051368e-13,1.62219479652e-13,1.64168405217e-13,1.66205034984e-13,1.68358557937e-13,1.70658802085e-13,1.7310390219e-13,1.75772051816e-13,1.78716740603e-13,1.81981649107e-13,1.8573965645e-13,1.90180871672e-13,1.9559268802e-13,2.02695863021e-13,2.13010448706e-13,2.31182628577e-13,3.08599514403e-13,3.33066907388e-16,3.33066907388e-16,3.33066907388e-16,3.33066907388e-16
