5.55111512313e-17,1.11022302463e-16,1.11022302463e-16,1.11022302463e-16,1.11022302463e-16,0.0,1.11022302463e-16,1.11022302463e-16,2.22044604925e-16,2.22044604925e-16,2.22044604925e-16
0.0,0.0,1.11022302463e-16,1.11022302463e-16,1.11022302463e-16,0.0,1.11022302463e-16,2.22044604925e-16,2.22044604925e-16,1.11022302463e-16,2.22044604925e-16
0.0,0.0,1.11022302463e-16,1.11022302463e-16,1.11022302463e-16,0.0,1.11022302463e-16,3.33066907388e-16,0.0,0.0,2.22044604925e-16
1.11022302463e-16,5.55111512313e-17,2.22044604925e-16,2.22044604925e-16,0.0,1.11022302463e-16,2.22044604925e-16,2.22044604925e-16,0.0,2.22044604925e-16,2.22044604925e-16
0.44938523135,0.424232623115,0.245701438136,1.11022302463e-16,2.22044604925e-16,0.0,2.22044604925e-16,2.22044604925e-16,1.11022302463e-16,0.0,1.11022302463e-16
0.460728817602,2.22044604925e-16,0.0,1.11022302463e-16,2.22044604925e-16,3.33066907388e-16,2.22044604925e-16,0.0,0.0,1.11022302463e-16,1.11022302463e-16
1.11022302463e-16,1.11022302463e-16,1.11022302463e-16,3.33066907388e-16,2.22044604925e-16,2.22044604925e-16,2.22044604925e-16,1.11022302463e-16,0.0,1.11022302463e-16,1.11022302463e-16
1.11022302463e-16,1.11022302463e-16,0.0,1.11022302463e-16,1.11022302463e-16,2.22044604925e-16,1.11022302463e-16,2.22044604925e-16,2.22044604925e-16,1.11022302463e-16,1.11022302463e-16
2.22044604925e-16,2.22044604925e-16,2.22044604925e-16,1.11022302463e-16,0.0,2.22044604925e-16,0.0,3.33066907388e-16,2.22044604925e-16,0.0,1.11022302463e-16
0.0,0.0,0.0,2.22044604925e-16,3.33066907388e-16,2.22044604925e-16,1.11022302463e-16,0.0,1.11022302463e-16,1.11022302463e-16,1.11022302463e-16
0.0,4.4408920985e-16,2.22044604925e-16,1.11022302463e-16,2.22044604925e-16,1.11022302463e-16,1.11022302463e-16,1.11022302463e-16,2.22044604925e-16,3.33066907388e-16,1.11022302463e-16
